"","Full.Address","CAD.inc.Number","Nature.of.Call","Unit","Date.Time.Received","Date.Time.Dispatched","Date.Time.Arrived","Date.Time.Cleared","first.responder","first.responder.response.time","IncType","LocType","LocName","NearTag","Address","lon","lat","is.first.responder","Date","Date.Short","Year.Month","Month","Year","bad.geocode","Y","X","from.Lowell","from.HQ","from.FiveFifteen","from.JoyWashington"
"238","185 SOMERVILLE AVE, Somerville, Massachusetts","1407156","LOCK IN","E3","7/25/2014 15:50","7/25/2014 15:52","7/25/2014 15:54","7/25/2014 16:02","E3",1.55,"LOCK IN","B","BURGER KING","MCGRATH HWY AND MANSFIELD ST","185 SOMERVILLE AV",-71.0897419,42.3779631,1,2014-07-25 15:50:00,2014-07-25,"2014-07","07","2014",0,42.3779631,-71.0897419,"6.66666666666667","4.93333333333333","5.23333333333333","1.68333333333333"
"239","185 SOMERVILLE AVE, Somerville, Massachusetts","1301496","MEDICAL AID","E3","2/11/2013 13:33","2/11/2013 13:33","2/11/2013 13:35","2/11/2013 13:43","E3",2.45,"MEDICAL AID","B","BURGER KING","MCGRATH HWY AND MANSFIELD ST","185 SOMERVILLE AV",-71.0897419,42.3779631,1,2013-02-11 13:33:00,2013-02-11,"2013-02","02","2013",0,42.3779631,-71.0897419,"6.66666666666667","4.93333333333333","5.23333333333333","1.68333333333333"
"240","185 SOMERVILLE AVE, Somerville, Massachusetts","1411107","MEDICAL AID","E3","11/5/2014 20:04","11/5/2014 20:04","11/5/2014 20:06","11/5/2014 20:15","E3",2.23,"MEDICAL AID","B","BURGER KING","MCGRATH HWY AND MANSFIELD ST","185 SOMERVILLE AV",-71.0897419,42.3779631,1,2014-11-05 20:04:00,2014-11-06,"2014-11","11","2014",0,42.3779631,-71.0897419,"6.66666666666667","4.93333333333333","5.23333333333333","1.68333333333333"
"241","185 SOMERVILLE AVE, Somerville, Massachusetts","1411341","MEDICAL AID","E3","11/12/2014 16:46","11/12/2014 16:47","11/12/2014 16:49","11/12/2014 16:59","E3",2.22,"MEDICAL AID","B","BURGER KING","MCGRATH HWY AND MANSFIELD ST","185 SOMERVILLE AV",-71.0897419,42.3779631,1,2014-11-12 16:46:00,2014-11-12,"2014-11","11","2014",0,42.3779631,-71.0897419,"6.66666666666667","4.93333333333333","5.23333333333333","1.68333333333333"
"242","185 SOMERVILLE AVE, Somerville, Massachusetts","1210073","S FIRE ALARM","E3","11/3/2012 6:46","11/3/2012 6:47","11/3/2012 6:52","11/3/2012 7:02","E3",4.93,"S FIRE ALARM","B","BURGER KING","MCGRATH HWY AND MANSFIELD ST","185 SOMERVILLE AV",-71.0897419,42.3779631,1,2012-11-03 06:46:00,2012-11-03,"2012-11","11","2012",0,42.3779631,-71.0897419,"6.66666666666667","4.93333333333333","5.23333333333333","1.68333333333333"
"243","185 SOMERVILLE AVE, Somerville, Massachusetts","1411213","MEDICAL AID","E3","11/8/2014 20:43","11/8/2014 20:43","11/8/2014 20:46","11/8/2014 20:52","E3",2.62,"MEDICAL AID","B","BURGER KING","MCGRATH HWY AND MANSFIELD ST","185 SOMERVILLE AV",-71.0897419,42.3779631,1,2014-11-08 20:43:00,2014-11-09,"2014-11","11","2014",0,42.3779631,-71.0897419,"6.66666666666667","4.93333333333333","5.23333333333333","1.68333333333333"
"244","186 HIGHLAND AVE, Somerville, Massachusetts","1306717","MEDICAL AID","E1","7/13/2013 17:22","7/13/2013 17:23","7/13/2013 17:27","7/13/2013 17:36","E1",3.75,"MEDICAL AID","B","JEANNE JUGAN RESIDENCE","BENTON RD AND SPRING HILL TER","186 HIGHLAND AV",-71.1065636,42.3885714,1,2013-07-13 17:22:00,2013-07-13,"2013-07","07","2013",0,42.3885714,-71.1065636,"2.61666666666667","6.83333333333333","3.08333333333333","6.16666666666667"
"245","186 HIGHLAND AVE, Somerville, Massachusetts","1411178","STRIKE BOX ALAR","E1","11/7/2014 19:45","11/7/2014 19:46","11/7/2014 19:47","11/7/2014 19:51","E1",1.5,"STRIKE BOX ALAR","X","HIGHLAND AV","BENTON RD AND SPRING HILL TER","186 HIGHLAND AV",-71.1065636,42.3885714,1,2014-11-07 19:45:00,2014-11-08,"2014-11","11","2014",0,42.3885714,-71.1065636,"2.61666666666667","6.83333333333333","3.08333333333333","6.16666666666667"
"246","188 WASHINGTON ST, Somerville, Massachusetts","1211743","MEDICAL AID","E3","12/24/2012 22:00","12/24/2012 22:00","12/24/2012 22:03","12/24/2012 22:10","E3",2.55,"MEDICAL AID","S","WASHINGTON ST","ROSSMORE ST AND MERRIAM ST","188 WASHINGTON ST",-71.0907211,42.3798494,1,2012-12-24 22:00:00,2012-12-25,"2012-12","12","2012",0,42.3798494,-71.0907211,"6.16666666666667","4.31666666666667","4.75","1.08333333333333"
"247","19 CENTRAL ST, Somerville, Massachusetts","1404293","MEDICAL AID","E1","5/9/2014 11:53","5/9/2014 11:55","5/9/2014 11:58","5/9/2014 12:09","E1",2.52,"MEDICAL AID","B","APARTMENT HOUSE","SOMERVILLE AV AND SUMMER ST","19 CENTRAL ST",-71.1058259,42.384199,1,2014-05-09 11:53:00,2014-05-09,"2014-05","05","2014",0,42.384199,-71.1058259,"1.51666666666667","8.86666666666667","0.666666666666667","6.33333333333333"
"248","19 CLARK ST, Somerville, Massachusetts","1305512","MEDICAL AID","E3","6/8/2013 18:29","6/8/2013 18:31","6/8/2013 18:33","6/8/2013 18:53","E3",2.45,"MEDICAL AID","S","CLARK ST","NEWTON ST AND LINCOLN PKWY","19 CLARK ST",-71.0971456,42.3780081,1,2013-06-08 18:29:00,2013-06-08,"2013-06","06","2013",0,42.3780081,-71.0971456,"5.68333333333333","7.68333333333333","4.26666666666667","4.43333333333333"
"249","19 CLARK ST, Somerville, Massachusetts","1209176","MEDICAL AID","E3","10/14/2012 10:12","10/14/2012 10:13","10/14/2012 10:16","10/14/2012 10:39","E3",3.38,"MEDICAL AID","S","CLARK ST","NEWTON ST AND LINCOLN PKWY","19 CLARK ST",-71.0971456,42.3780081,1,2012-10-14 10:12:00,2012-10-14,"2012-10","10","2012",0,42.3780081,-71.0971456,"5.68333333333333","7.68333333333333","4.26666666666667","4.43333333333333"
"250","19 CLARK ST, Somerville, Massachusetts","1206386","MEDICAL AID","E3","7/29/2012 10:28","7/29/2012 10:28","7/29/2012 10:30","7/29/2012 10:42","E3",1.9,"MEDICAL AID","S","CLARK ST","NEWTON ST AND LINCOLN PKWY","19 CLARK ST",-71.0971456,42.3780081,1,2012-07-29 10:28:00,2012-07-29,"2012-07","07","2012",0,42.3780081,-71.0971456,"5.68333333333333","7.68333333333333","4.26666666666667","4.43333333333333"
"251","19 FRANKLIN AVE, Somerville, Massachusetts","1412152","A FIRE ALARM","E3","12/6/2014 22:21","12/6/2014 22:22","12/6/2014 22:26","12/6/2014 22:31","E3",3.98,"A FIRE ALARM","S","FRANKLIN AV","WASHINGTON ST AND FRANKLIN ST","19 FRANKLIN AV",-71.0849379,42.3822781,1,2014-12-06 22:21:00,2014-12-07,"2014-12","12","2014",0,42.3822781,-71.0849379,"8.21666666666667","5.78333333333333","6.78333333333333","1.01666666666667"
"252","19 GRANDVIEW AVE, Somerville, Massachusetts","1309163","MEDICAL AID","E3","9/14/2013 23:07","9/14/2013 23:08","9/14/2013 23:12","9/14/2013 23:14","E3",3.92,"MEDICAL AID","S","GRANDVIEW AV","WALNUT ST AND VINAL AV","19 GRANDVIEW AV",-71.0959662,42.3853217,1,2013-09-14 23:07:00,2013-09-15,"2013-09","09","2013",0,42.3853217,-71.0959662,"5.3","5.05","3.88333333333333","3.68333333333333"
"253","19 HOUGHTON ST, Somerville, Massachusetts","1210229","A FIRE ALARM","E3","11/8/2012 8:36","11/8/2012 8:36","11/8/2012 8:40","11/8/2012 8:43","E3",3.88,"A FIRE ALARM","S","HOUGHTON ST","CAMBRIDGE LINE AND BOLTON ST","19 HOUGHTON ST",-71.0982434,42.3747143,1,2012-11-08 08:36:00,2012-11-08,"2012-11","11","2012",0,42.3747143,-71.0982434,"6.93333333333333","8.93333333333333","5.51666666666667","5.7"
"254","19 STONE AVE, Somerville, Massachusetts","1404259","CARB MON DETECT","E3","5/8/2014 18:33","5/8/2014 18:33","5/8/2014 18:36","5/8/2014 18:50","E3",2.85,"CARB MON DETECT","S","STONE AV","UNION SQ AND STONE PL","19 B STONE AV",-71.0953905,42.380346,1,2014-05-08 18:33:00,2014-05-08,"2014-05","05","2014",0,42.380346,-71.0953905,"7.16666666666667","6.46666666666667","5.75","3.23333333333333"
"255","19 THORPE ST, Somerville, Massachusetts","1301141","MEDICAL AID","E3","2/2/2013 21:07","2/2/2013 21:07","2/2/2013 21:11","2/2/2013 21:22","E3",3.45,"MEDICAL AID","S","THORPE ST","18 HIGHLAND AV AND DEAD END","19 THORPE ST",-71.0940558,42.384057,1,2013-02-02 21:07:00,2013-02-03,"2013-02","02","2013",0,42.384057,-71.0940558,"6.21666666666667","4.6","4.8","3.23333333333333"
"256","191 HIGHLAND AVE, Somerville, Massachusetts","1404913","MEDICAL AID","E1","5/26/2014 10:41","5/26/2014 10:43","5/26/2014 10:46","5/26/2014 10:50","E1",3.18,"MEDICAL AID","B","THE CENTER FOR ARTS @ ARMORY","BENTON RD AND LOWELL ST","191 HIGHLAND AV",-71.1059923,42.3896883,1,2014-05-26 10:41:00,2014-05-26,"2014-05","05","2014",0,42.3896883,-71.1059923,"2.55","6.56666666666667","3.05","5.9"
"257","196 SOMERVILLE AVE, Somerville, Massachusetts","1409066","A FIRE ALARM","E3","9/13/2014 6:57","9/13/2014 6:58","9/13/2014 7:01","9/13/2014 7:22","E3",3.05,"A FIRE ALARM","S","SOMERVILLE AV","MEDFORD ST AND MERRIAM ST","196 SOMERVILLE AV",-71.0913251,42.3773268,1,2014-09-13 06:57:00,2014-09-13,"2014-09","09","2014",0,42.3773268,-71.0913251,"6.51666666666667","5.96666666666667","5.08333333333333","2.73333333333333"
"258","197 WASHINGTON ST, Somerville, Massachusetts","1205445","MEDICAL AID","E3","6/30/2012 17:42","6/30/2012 17:43","6/30/2012 17:45","6/30/2012 17:57","E3",2.33,"MEDICAL AID","B","COTA-STRUZZIERO-MCKENNA FUNERA","BOSTON ST AND WASHINGTON TER","197 WASHINGTON ST",-71.0915615,42.3799667,1,2012-06-30 17:42:00,2012-06-30,"2012-06","06","2012",0,42.3799667,-71.0915615,"6.21666666666667","4.65","4.8","1.41666666666667"
"259","2 BEACON ST, Somerville, Massachusetts","1312960","MEDICAL AID","E3","12/29/2013 19:15","12/29/2013 19:16","12/29/2013 19:21","12/29/2013 19:29","E3",4.58,"MEDICAL AID","S","BEACON ST","CAMBRIDGE LINE AND COONEY ST","2 BEACON ST",-71.1016328,42.3743624,1,2013-12-29 19:15:00,2013-12-30,"2013-12","12","2013",0,42.3743624,-71.1016328,"5.11666666666667","9.93333333333333","3.86666666666667","6.7"
"260","2 HIGHLAND AVE, Somerville, Massachusetts","1412621","MEDICAL AID","E3","12/17/2014 21:03","12/17/2014 21:03","12/17/2014 21:07","12/17/2014 21:16","E3",3.47,"MEDICAL AID","B","HIGHLAND CREOLE CUISINE","MEDFORD ST AND HAMLET ST","2 HIGHLAND AV",-71.0927047,42.3845571,1,2014-12-17 21:03:00,2014-12-18,"2014-12","12","2014",0,42.3845571,-71.0927047,"5.85","3.55","4.43333333333333","2.18333333333333"
"261","2 MT VERNON ST, Somerville, Massachusetts","1203715","MEDICAL AID","E1","5/5/2012 14:53","5/5/2012 14:55","5/5/2012 14:57","5/5/2012 15:04","E1",2.03,"MEDICAL AID","S","MT VERNON ST","BROADWAY AND PERKINS ST","2 MT VERNON ST",-71.0789128,42.3861127,1,2012-05-05 14:53:00,2012-05-05,"2012-05","05","2012",0,42.3861127,-71.0789128,"10.8333333333333","5.2","9.4","3.18333333333333"
"262","2 OAK TER, Somerville, Massachusetts","1201926","GAS LEAK","E1","3/8/2012 20:50","3/8/2012 20:51","3/8/2012 20:54","3/8/2012 21:00","E1",3.5,"GAS LEAK","S","OAK TER","1 ELM ST AND DEAD END","2 OAK TER",-71.1131764,42.3854421,1,2012-03-08 20:50:00,2012-03-09,"2012-03","03","2012",0,42.3854421,-71.1131764,"0.466666666666667","9.86666666666667","1.66666666666667","7.33333333333333"
"263","2 PORTER ST, Somerville, Massachusetts","1210701","A FIRE ALARM","E1","11/22/2012 19:26","11/22/2012 19:26","11/22/2012 19:29","11/22/2012 19:35","E1",2.13,"A FIRE ALARM","S","PORTER ST","ELM ST AND PARKER PL","2 PORTER ST",-71.113767,42.3863953,1,2012-11-22 19:26:00,2012-11-23,"2012-11","11","2012",0,42.3863953,-71.113767,"0.933333333333333","9.33333333333333","2.13333333333333","7.8"
"264","20 CHARLESTOWN ST, Somerville, Massachusetts","1412837","MEDICAL AID","E3","12/24/2014 15:38","12/24/2014 15:38","12/24/2014 15:40","12/24/2014 15:53","E3",2.03,"MEDICAL AID","B","LINDEN PLACE APARTMENTS","LINDEN ST AND MERRIAM ST","20 CHARLESTOWN ST",-71.0928024,42.3768282,1,2014-12-24 15:38:00,2014-12-24,"2014-12","12","2014",0,42.3768282,-71.0928024,"6.85","6.93333333333333","5.41666666666667","3.7"
"265","20 COLUMBUS AVE, Somerville, Massachusetts","1312801","MEDICAL AID","E3","12/24/2013 5:01","12/24/2013 5:02","12/24/2013 5:07","12/24/2013 5:23","E3",4.95,"MEDICAL AID","S","COLUMBUS AV","WASHINGTON ST AND BONNER AV","20 COLUMBUS AV",-71.0932745,42.3802529,1,2013-12-24 05:01:00,2013-12-24,"2013-12","12","2013",0,42.3802529,-71.0932745,"5.68333333333333","5.53333333333333","4.25","2.3"
"266","20 INNER BELT RD, Somerville, Massachusetts","1211635","MEDICAL AID","E3","12/21/2012 13:11","12/21/2012 13:11","12/21/2012 13:15","12/21/2012 13:25","E3",3.68,"MEDICAL AID","B","SOMERVILLE CITY CLUB","WASHINGTN ST & RAILROAD TUNNEL","20 INNER BELT RD",-71.0807394,42.3808411,1,2012-12-21 13:11:00,2012-12-21,"2012-12","12","2012",0,42.3808411,-71.0807394,"8.96666666666667","6.01666666666667","7.55","1.76666666666667"
"267","20 INNER BELT RD, Somerville, Massachusetts","1206295","MEDICAL AID","E3","7/26/2012 14:02","7/26/2012 14:03","7/26/2012 14:06","7/26/2012 14:13","E3",2.92,"MEDICAL AID","B","SOMERVILLE CITY CLUB","WASHINGTN ST & RAILROAD TUNNEL","20 INNER BELT RD",-71.0807394,42.3808411,1,2012-07-26 14:02:00,2012-07-26,"2012-07","07","2012",0,42.3808411,-71.0807394,"8.96666666666667","6.01666666666667","7.55","1.76666666666667"
"268","20 INNER BELT RD, Somerville, Massachusetts","1305017","MEDICAL AID","E3","5/26/2013 16:50","5/26/2013 16:53","5/26/2013 16:56","5/26/2013 17:14","E3",3.73,"MEDICAL AID","B","CITY CLUB","WASHINGTN ST & RAILROAD TUNNEL","20 INNER BELT RD",-71.0807394,42.3808411,1,2013-05-26 16:50:00,2013-05-26,"2013-05","05","2013",0,42.3808411,-71.0807394,"8.96666666666667","6.01666666666667","7.55","1.76666666666667"
"269","20 MERRIAM ST, Somerville, Massachusetts","1412143","MEDICAL AID","E3","12/6/2014 18:16","12/6/2014 18:17","12/6/2014 18:19","12/6/2014 18:32","E3",2.27,"MEDICAL AID","B","LINDEN PLACE APARTMENTS","CHARLESTOWN ST & SOMERVILLE AV","20 MERRIAM ST",-71.091525,42.3769207,1,2014-12-06 18:16:00,2014-12-06,"2014-12","12","2014",0,42.3769207,-71.091525,"6.78333333333333","6.25","5.36666666666667","3.01666666666667"
"270","20 PRESCOTT ST, Somerville, Massachusetts","1209250","AUTO ACC INJURY","E3","10/16/2012 11:27","10/16/2012 11:27","10/16/2012 11:30","10/16/2012 11:48","E3",2.45,"AUTO ACC INJURY","S","PRESCOTT ST","SUMMER ST AND HIGHLAND AV","20 PRESCOTT ST",-71.0994774,42.3844332,1,2012-10-16 11:27:00,2012-10-16,"2012-10","10","2012",0,42.3844332,-71.0994774,"3.58333333333333","5.48333333333333","2.16666666666667","4.11666666666667"
"271","20 THIRD AVE, Somerville, Massachusetts","1405560","S FIRE ALARM","E3","6/13/2014 8:11","6/13/2014 8:11","6/13/2014 8:16","6/13/2014 8:23","E3",5.4,"S FIRE ALARM","B","MS WALKER","70 INNER BELT RD AND DEAD END","20 THIRD AV",-71.0783602,42.3760841,1,2014-06-13 08:11:00,2014-06-13,"2014-06","06","2014",0,42.3760841,-71.0783602,"10.1","7.55","8.66666666666667","2.9"
"272","200 INNER BELT RD, Somerville, Massachusetts","1210021","MEDICAL AID","E3","11/1/2012 16:54","11/1/2012 16:54","11/1/2012 16:59","11/1/2012 17:18","E3",5.02,"MEDICAL AID","S","INNERBELT RD","THIRD AV AND DEAD END","200 INNER BELT RD",-71.0845847,42.3780001,1,2012-11-01 16:54:00,2012-11-01,"2012-11","11","2012",0,42.3780001,-71.0845847,"10.3833333333333","7.85","8.96666666666667","3.18333333333333"
"273","200 INNER BELT RD, Somerville, Massachusetts","1307203","S BOX ALARM","E3","7/26/2013 14:11","7/26/2013 14:13","7/26/2013 14:17","7/26/2013 14:33","E3",4.7,"S BOX ALARM","X","INNER BELT RD","THIRD AV AND DEAD END","200 INNER BELT RD",-71.0845847,42.3780001,1,2013-07-26 14:11:00,2013-07-26,"2013-07","07","2013",0,42.3780001,-71.0845847,"10.3833333333333","7.85","8.96666666666667","3.18333333333333"
"274","201 SOMERVILLE AVE, Somerville, Massachusetts","1301162","S FIRE ALARM","E3","2/3/2013 12:29","2/3/2013 12:30","2/3/2013 12:32","2/3/2013 12:40","E3",2.15,"S FIRE ALARM","S","SOMERVILLE AV","MANSFIELD ST AND ROSSMORE ST","201 SOMERVILLE AV",-71.0906459,42.3780794,1,2013-02-03 12:29:00,2013-02-03,"2013-02","02","2013",0,42.3780794,-71.0906459,"6.01666666666667","4.81666666666667","4.58333333333333","2.33333333333333"
"275","205 WASHINGTON ST, Somerville, Massachusetts","1402111","A FIRE ALARM","E3","3/2/2014 22:57","3/2/2014 22:57","3/2/2014 23:00","3/2/2014 23:07","E3",2.78,"A FIRE ALARM","B","UNION TERRACE CONDOS","BOSTON ST AND WASHINGTON TER","205 WASHINGTON ST",-71.092058,42.3796869,1,2014-03-02 22:57:00,2014-03-03,"2014-03","03","2014",0,42.3796869,-71.092058,"6.08333333333333","4.7","4.65","1.46666666666667"
"276","205 WASHINGTON ST, Somerville, Massachusetts","1201487","MEDICAL AID","E3","2/22/2012 21:26","2/22/2012 21:27","2/22/2012 21:29","2/22/2012 21:32","E3",2.17,"MEDICAL AID","B","UNION TERRACE CONDOS","BOSTON ST AND WASHINGTON TER","205 WASHINGTON ST",-71.092058,42.3796869,1,2012-02-22 21:26:00,2012-02-23,"2012-02","02","2012",0,42.3796869,-71.092058,"6.08333333333333","4.7","4.65","1.46666666666667"
"277","208A WASHINGTON ST, Somerville, Massachusetts","1301877","A FIRE ALARM","E3","2/22/2013 2:41","2/22/2013 2:41","2/22/2013 2:43","2/22/2013 2:54","E3",2.13,"A FIRE ALARM","S","WASHINGTON ST","ROSSMORE ST AND MERRIAM ST","208A WASHINGTON ST",-71.0918787,42.3794095,1,2013-02-22 02:41:00,2013-02-22,"2013-02","02","2013",0,42.3794095,-71.0918787,"5.81666666666667","4.56666666666667","4.4","1.33333333333333"
"278","21 BELMONT ST, Somerville, Massachusetts","1412325","A FIRE ALARM","E1","12/10/2014 12:32","12/10/2014 12:32","12/10/2014 12:35","12/10/2014 12:47","E1",2.83,"A FIRE ALARM","S","BELMONT ST","BELMONT SQ AND BELMONT PL","21 BELMONT ST",-71.1100986,42.3855091,1,2014-12-10 12:32:00,2014-12-10,"2014-12","12","2014",0,42.3855091,-71.1100986,"2.46666666666667","9.05","3.51666666666667","7.58333333333333"
"279","21 ELM ST, Somerville, Massachusetts","1407686","MEDICAL AID","E1","8/8/2014 0:17","8/8/2014 0:18","8/8/2014 0:20","8/8/2014 0:27","E1",2.93,"MEDICAL AID","S","ELM ST","PORTER ST AND LINDEN AV","21 ELM ST",-71.114029,42.386717,1,2014-08-08 00:17:00,2014-08-08,"2014-08","08","2014",0,42.386717,-71.114029,"1","10","2.2","7.86666666666667"
"280","21 LINDEN CIR, Somerville, Massachusetts","1202720","A FIRE ALARM","E1","4/3/2012 17:10","4/3/2012 17:11","4/3/2012 17:13","4/3/2012 17:18","E1",2.4,"A FIRE ALARM","S","LINDEN CIR","19 LINDEN AV AND DEAD END","21 LINDEN CIR",-71.1135307,42.3878771,1,2012-04-03 17:10:00,2012-04-03,"2012-04","04","2012",0,42.3878771,-71.1135307,"1.66666666666667","10.0166666666667","2.86666666666667","8.55"
"281","21 SCHOOL ST, Somerville, Massachusetts","1412500","A FIRE ALARM","E1","12/14/2014 13:19","12/14/2014 13:19","12/14/2014 13:23","12/14/2014 13:28","E1",4.45,"A FIRE ALARM","S","SCHOOL ST","SOMERVILLE AV AND SUMMER ST","21 SCHOOL ST",-71.101283,42.38268,1,2014-12-14 13:19:00,2014-12-14,"2014-12","12","2014",0,42.38268,-71.101283,"3.58333333333333","6.86666666666667","2.95","5.15"
"282","212 SOMERVILLE AVE, Somerville, Massachusetts","1403263","MEDICAL AID","E3","4/9/2014 3:20","4/9/2014 3:22","4/9/2014 3:25","4/9/2014 3:30","E3",3.4,"MEDICAL AID","S","SOMERVILLE AV","MEDFORD ST AND MERRIAM ST","212 SOMERVILLE AV",-71.091187,42.377798,1,2014-04-09 03:20:00,2014-04-09,"2014-04","04","2014",0,42.377798,-71.091187,"5.91666666666667","4.86666666666667","4.5","2.05"
"283","216 SOMERVILLE AVE, Somerville, Massachusetts","1206885","MEDICAL AID","E3","8/11/2012 1:58","8/11/2012 1:59","8/11/2012 1:59","8/11/2012 2:10","E3",0.58,"MEDICAL AID","S","SOMERVILLE AV","MEDFORD ST AND MERRIAM ST","216 SOMERVILLE AV",-71.0913574,42.3779087,1,2012-08-11 01:58:00,2012-08-11,"2012-08","08","2012",0,42.3779087,-71.0913574,"5.88333333333333","4.93333333333333","4.45","2.4"
"284","217 SOMERVILLE AVE, Somerville, Massachusetts","1408990","MEDICAL AID","E3","9/11/2014 7:15","9/11/2014 7:17","9/11/2014 7:17","9/11/2014 7:18","E3",0.22,"MEDICAL AID","B","AMERICAN LEGION MEMORIAL POST","ROSSMORE ST AND MERRIAM ST","217 SOMERVILLE AV",-71.0913027,42.3782619,1,2014-09-11 07:15:00,2014-09-11,"2014-09","09","2014",0,42.3782619,-71.0913027,"5.85","5.15","4.43333333333333","1.91666666666667"
"285","218 SOMERVILLE AVE, Somerville, Massachusetts","1208741","A FIRE ALARM","E3","10/1/2012 12:47","10/1/2012 12:48","10/1/2012 12:50","10/1/2012 13:20","E3",1.73,"A FIRE ALARM","B","PIZZA PALACE","MEDFORD ST AND MERRIAM ST","218 SOMERVILLE AV",-71.0915938,42.3780137,1,2012-10-01 12:47:00,2012-10-01,"2012-10","10","2012",0,42.3780137,-71.0915938,"6.16666666666667","5.63333333333333","4.75","2.4"
"286","22 CEDAR ST, Somerville, Massachusetts","1301454","GAS LEAK OUTSID","E1","2/10/2013 19:08","2/10/2013 19:09","2/10/2013 19:13","2/10/2013 19:37","E1",3.93,"GAS LEAK OUTSID","S","CEDAR ST","WADE CT AND SARTWELL AV","22 CEDAR ST",-71.1149224,42.3889883,1,2013-02-10 19:08:00,2013-02-11,"2013-02","02","2013",0,42.3889883,-71.1149224,"2.88333333333333","9.11666666666667","4.08333333333333","8.35"
"287","22 CONCORD AVE, Somerville, Massachusetts","1204322","MEDICAL AID","E3","5/26/2012 18:00","5/26/2012 18:00","5/26/2012 18:03","5/26/2012 18:41","E3",3.08,"MEDICAL AID","S","CONCORD AV","PROSPECT ST AND NEWTON ST","22 CONCORD AV",-71.096954,42.3765519,1,2012-05-26 18:00:00,2012-05-26,"2012-05","05","2012",0,42.3765519,-71.096954,"5.78333333333333","7.78333333333333","4.36666666666667","4.55"
"288","22 LAKE ST, Somerville, Massachusetts","1312205","MEDICAL AID","E3","12/8/2013 8:24","12/8/2013 8:25","12/8/2013 8:28","12/8/2013 8:33","E3",2.85,"MEDICAL AID","S","LAKE ST","OLIVE SQ AND CHURCH ST","22 LAKE ST",-71.099372,42.3800694,1,2013-12-08 08:24:00,2013-12-08,"2013-12","12","2013",0,42.3800694,-71.099372,"4.01666666666667","7.45","2.6","4.21666666666667"
"289","22 LAUREL ST, Somerville, Massachusetts","1312421","S FIRE ALARM","E1","12/14/2013 14:12","12/14/2013 14:14","12/14/2013 14:16","12/14/2013 14:24","E1",2.67,"S FIRE ALARM","B","LAUREL HEIGHTS CONDOS","SOMERVILLE AV AND LAUREL AV","22 LAUREL ST",-71.1049454,42.3837109,1,2013-12-14 14:12:00,2013-12-14,"2013-12","12","2013",0,42.3837109,-71.1049454,"2.9","7.65","2.28333333333333","5.78333333333333"
"290","22 MCGRATH HWY, Somerville, Massachusetts","1405679","GAS LEAK OUTSID","E3","6/16/2014 6:44","6/16/2014 6:44","6/16/2014 6:48","6/16/2014 7:25","E3",3.8,"GAS LEAK OUTSID","B","DOLLAR TREE","CAMBRDGE LINE & RAILROAD BRDGE","22 MCGRATH HWY",-71.086183,42.3741506,1,2014-06-16 06:44:00,2014-06-16,"2014-06","06","2014",0,42.3741506,-71.086183,"8.35","5.85","6.91666666666667","3.35"
"291","22 MCGRATH HWY, Somerville, Massachusetts","1202429","MEDICAL AID","E3","3/24/2012 17:32","3/24/2012 17:33","3/24/2012 17:35","3/24/2012 17:43","E3",2.6,"MEDICAL AID","B","EXTRA SPACE STORAGE","CAMBRDGE LINE & RAILROAD BRDGE","22 MCGRATH HWY",-71.086183,42.3741506,1,2012-03-24 17:32:00,2012-03-24,"2012-03","03","2012",0,42.3741506,-71.086183,"8.35","5.85","6.91666666666667","3.35"
"292","22 MCGRATH HWY, Somerville, Massachusetts","1200936","MEDICAL AID","E3","2/2/2012 17:06","2/2/2012 17:06","2/2/2012 17:10","2/2/2012 17:13","E3",3.42,"MEDICAL AID","B","BANK OF AMERICA ATM","CAMBRDGE LINE & RAILROAD BRDGE","22 MCGRATH HWY",-71.086183,42.3741506,1,2012-02-02 17:06:00,2012-02-02,"2012-02","02","2012",0,42.3741506,-71.086183,"8.35","5.85","6.91666666666667","3.35"
"293","22 MCGRATH HWY, Somerville, Massachusetts","1402255","MEDICAL AID","E3","3/7/2014 14:03","3/7/2014 14:05","3/7/2014 14:08","3/7/2014 14:18","E3",3.62,"MEDICAL AID","S","MCGRATH HWY","CAMBRDGE LINE & RAILROAD BRDGE","22 MCGRATH HWY",-71.086183,42.3741506,1,2014-03-07 14:03:00,2014-03-07,"2014-03","03","2014",0,42.3741506,-71.086183,"8.35","5.85","6.91666666666667","3.35"
"294","22 MCGRATH HWY, Somerville, Massachusetts","1300171","MEDICAL AID","E3","1/5/2013 15:17","1/5/2013 15:20","1/5/2013 15:23","1/5/2013 15:31","E3",2.88,"MEDICAL AID","B","EXTRA SPACE STORAGE","CAMBRDGE LINE & RAILROAD BRDGE","22 MCGRATH HWY",-71.086183,42.3741506,1,2013-01-05 15:17:00,2013-01-05,"2013-01","01","2013",0,42.3741506,-71.086183,"8.35","5.85","6.91666666666667","3.35"
"295","220 SOMERVILLE AVE, Somerville, Massachusetts","1205247","FIRE","E1","6/24/2012 14:20","6/24/2012 14:22","6/24/2012 14:25","6/24/2012 14:30","E1",3.12,"FIRE","S","SOMERVILLE AV","MEDFORD ST AND MERRIAM ST","220 SOMERVILLE AV",-71.0915446,42.3779812,1,2012-06-24 14:20:00,2012-06-24,"2012-06","06","2012",0,42.3779812,-71.0915446,"5.83333333333333","4.96666666666667","4.41666666666667","2.41666666666667"
