"","Full.Address","CAD.inc.Number","Nature.of.Call","Unit","Date.Time.Received","Date.Time.Dispatched","Date.Time.Arrived","Date.Time.Cleared","first.responder","first.responder.response.time","IncType","LocType","LocName","NearTag","Address","lon","lat","is.first.responder","Date","Date.Short","Year.Month","Month","Year","bad.geocode","Y","X","from.Lowell","from.Lowell_in_traffic","from.HQ","from.HQ_in_traffic","from.FiveFifteen","from.FiveFifteen_in_traffic","from.JoyWashington","from.JoyWashington_in_traffic","from.Highland","from.Highland_in_traffic","from.Teele","from.Teele_in_traffic","from.Union","from.Union_in_traffic"
"117","106 THURSTON ST, Somerville, Massachusetts","1310193","A FIRE ALARM","R1","10/13/2013 4:12","10/13/2013 4:12","10/13/2013 4:15","10/13/2013 4:24","R1",3.57,"A FIRE ALARM","S","THURSTON ST","EVERGREEN AV AND BROADWAY","106 THURSTON ST",-71.096705,42.393492,1,2013-10-13 04:12:00,2013-10-13,"2013-10","10","2013",0,42.393492,-71.096705,"6.03333333333333","5.9","3.18333333333333","5.13333333333333","5.46666666666667","7.45","6.38333333333333","10.0833333333333","5.2","6.18333333333333","8.35","11.6333333333333","8.05","9.18333333333333"
"118","107 PERKINS ST, Somerville, Massachusetts","1406747","A FIRE ALARM","E2","7/14/2014 17:50","7/14/2014 17:51","7/14/2014 17:55","7/14/2014 18:00","E2",3.53,"A FIRE ALARM","S","PERKINS ST","PERKINS PL AND LINCOLN ST","107 PERKINS ST",-71.080991,42.385323,1,2014-07-14 17:50:00,2014-07-14,"2014-07","07","2014",0,42.385323,-71.080991,"10.4166666666667","12.7333333333333","4.08333333333333","4.5","9.71666666666667","10.2","3.9","4.03333333333333","10.0166666666667","12.5666666666667","11.7166666666667","13.3333333333333","6.5","7.13333333333333"
"119","108 BRISTOL RD, Somerville, Massachusetts","1401173","B FIRE ALARM","L3","2/3/2014 10:14","2/3/2014 10:16","2/3/2014 10:19","2/3/2014 10:27","L3",3.52,"B FIRE ALARM","S","BRISTOL RD","MEDFORD LINE AND BROADWAY","108 BRISTOL RD",-71.1127788,42.4003004,1,2014-02-03 10:14:00,2014-02-03,"2014-02","02","2014",0,42.4003004,-71.1127788,"8.31666666666667","8.65","9.51666666666667","11.9166666666667","9.56666666666667","10.2333333333333","11.5166666666667","17.9333333333333","5.73333333333333","7.01666666666667","4.75","7.76666666666667","12.6166666666667","14.6666666666667"
"120","108 BRISTOL RD, Somerville, Massachusetts","1211799","A FIRE ALARM","E7","12/27/2012 3:20","12/27/2012 3:20","12/27/2012 3:25","12/27/2012 3:37","E7",4.7,"A FIRE ALARM","B","APARTMENT HOUSE","MEDFORD LINE AND BROADWAY","108 BRISTOL RD",-71.1127788,42.4003004,1,2012-12-27 03:20:00,2012-12-27,"2012-12","12","2012",0,42.4003004,-71.1127788,"8.31666666666667","8.65","9.51666666666667","11.9166666666667","9.56666666666667","10.2333333333333","11.5166666666667","17.9333333333333","5.73333333333333","7.01666666666667","4.75","7.76666666666667","12.6166666666667","14.6666666666667"
"121","108 BRISTOL RD, Somerville, Massachusetts","1401781","B FIRE ALARM","E7","2/20/2014 3:00","2/20/2014 3:01","2/20/2014 3:07","2/20/2014 3:18","E7",5.58,"B FIRE ALARM","B","APARTMENT HOUSE","MEDFORD LINE AND BROADWAY","108 BRISTOL RD",-71.1127788,42.4003004,1,2014-02-20 03:00:00,2014-02-20,"2014-02","02","2014",0,42.4003004,-71.1127788,"8.31666666666667","8.65","9.51666666666667","11.9166666666667","9.56666666666667","10.2333333333333","11.5166666666667","17.9333333333333","5.73333333333333","7.01666666666667","4.75","7.76666666666667","12.6166666666667","14.6666666666667"
"122","108 BRISTOL RD, Somerville, Massachusetts","1211693","A FIRE ALARM","E7","12/23/2012 10:24","12/23/2012 10:25","12/23/2012 10:29","12/23/2012 10:35","E7",3.95,"A FIRE ALARM","B","APARTMENT HOUSE","MEDFORD LINE AND BROADWAY","108 BRISTOL RD",-71.1127788,42.4003004,1,2012-12-23 10:24:00,2012-12-23,"2012-12","12","2012",0,42.4003004,-71.1127788,"8.31666666666667","8.65","9.51666666666667","11.9166666666667","9.56666666666667","10.2333333333333","11.5166666666667","17.9333333333333","5.73333333333333","7.01666666666667","4.75","7.76666666666667","12.6166666666667","14.6666666666667"
"123","108 GILMAN ST, Somerville, Massachusetts","1305439","GAS LEAK INSIDE","C2","6/6/2013 10:45","6/6/2013 10:46","6/6/2013 10:49","6/6/2013 10:53","C2",3.15,"GAS LEAK INSIDE","S","GILMAN ST","ALDRICH ST AND WALNUT ST","108 GILMAN ST",-71.0932859,42.3864662,1,2013-06-06 10:45:00,2013-06-06,"2013-06","06","2013",0,42.3864662,-71.0932859,"5.98333333333333","7.98333333333333","4.06666666666667","4.53333333333333","5.16666666666667","6.28333333333333","3.1","4.2","5.58333333333333","7.86666666666667","12.5166666666667","17.1166666666667","4.31666666666667","5.46666666666667"
"124","108 THURSTON ST, Somerville, Massachusetts","1403113","B FIRE ALARM","R1","4/4/2014 15:20","4/4/2014 15:22","4/4/2014 15:25","4/4/2014 16:25","R1",2.82,"B FIRE ALARM","S","THURSTON ST","EVERGREEN AV AND BROADWAY","108 THURSTON ST",-71.0963861,42.3934777,1,2014-04-04 15:20:00,2014-04-04,"2014-04","04","2014",0,42.3934777,-71.0963861,"6.01666666666667","5.88333333333333","3.16666666666667","5.1","5.45","7.41666666666667","6.36666666666667","9.9","5.16666666666667","6.15","8.31666666666667","11.6166666666667","8.01666666666667","9.15"
"125","109 GILMAN ST, Somerville, Massachusetts","1309568","A FIRE ALARM","E2","9/24/2013 17:28","9/24/2013 17:28","9/24/2013 17:34","9/24/2013 17:58","E2",5.97,"A FIRE ALARM","I","","","109 GILMAN ST",-71.0929783,42.3867265,1,2013-09-24 17:28:00,2013-09-24,"2013-09","09","2013",0,42.3867265,-71.0929783,"8.2","10.6833333333333","3.25","3.76666666666667","7.46666666666667","9.31666666666667","3.38333333333333","4.63333333333333","6.83333333333333","8.21666666666667","11.4166666666667","15.45","4.98333333333333","6.13333333333333"
"126","109 HIGHLAND AVE, Somerville, Massachusetts","1207441","S FIRE ALARM","E7","8/27/2012 19:52","8/27/2012 19:52","8/27/2012 19:55","8/27/2012 20:01","E7",3.12,"S FIRE ALARM","B","NARCONIA APARTMENTS","SCHOOL ST AND SYCAMORE ST","109 HIGHLAND AV",-71.0997656,42.3872004,1,2012-08-27 19:52:00,2012-08-28,"2012-08","08","2012",0,42.3872004,-71.0997656,"4.28333333333333","4.45","5.58333333333333","9.2","3.36666666666667","4.66666666666667","4.33333333333333","5.96666666666667","2.9","4.55","10.9166666666667","12.4333333333333","4.78333333333333","5.9"
"127","109 HIGHLAND AVE, Somerville, Massachusetts","1201206","S FIRE ALARM","L2","2/11/2012 15:58","2/11/2012 15:58","2/11/2012 16:01","2/11/2012 16:10","L2",3,"S FIRE ALARM","B","GIFT ELECTRONICS","SCHOOL ST AND SYCAMORE ST","109 HIGHLAND AV",-71.0997656,42.3872004,1,2012-02-11 15:58:00,2012-02-11,"2012-02","02","2012",0,42.3872004,-71.0997656,"4.28333333333333","4.45","5.58333333333333","9.2","3.36666666666667","4.66666666666667","4.33333333333333","5.96666666666667","2.9","4.55","10.9166666666667","12.4333333333333","4.78333333333333","5.9"
"128","109 HIGHLAND AVE, Somerville, Massachusetts","1406466","S FIRE ALARM","C2","7/7/2014 18:43","7/7/2014 18:43","7/7/2014 18:48","7/7/2014 18:57","C2",4.47,"S FIRE ALARM","B","NARCONIA APARTMENTS","SCHOOL ST AND SYCAMORE ST","109 HIGHLAND AV",-71.0997656,42.3872004,1,2014-07-07 18:43:00,2014-07-07,"2014-07","07","2014",0,42.3872004,-71.0997656,"4.28333333333333","4.45","5.58333333333333","9.2","3.36666666666667","4.66666666666667","4.33333333333333","5.96666666666667","2.9","4.55","10.9166666666667","12.4333333333333","4.78333333333333","5.9"
"129","109 HIGHLAND AVE, Somerville, Massachusetts","1311592","S FIRE ALARM","L2","11/20/2013 16:50","11/20/2013 16:51","11/20/2013 16:54","11/20/2013 17:04","L2",3.27,"S FIRE ALARM","B","NARCONIA APARTMENTS","SCHOOL ST AND SYCAMORE ST","109 HIGHLAND AV",-71.0997656,42.3872004,1,2013-11-20 16:50:00,2013-11-20,"2013-11","11","2013",0,42.3872004,-71.0997656,"4.28333333333333","4.45","5.58333333333333","9.2","3.36666666666667","4.66666666666667","4.33333333333333","5.96666666666667","2.9","4.55","10.9166666666667","12.4333333333333","4.78333333333333","5.9"
"130","109 WALNUT ST, Somerville, Massachusetts","1207090","MEDICAL AID","E2","8/17/2012 6:41","8/17/2012 6:41","8/17/2012 6:46","8/17/2012 7:14","E2",4.42,"MEDICAL AID","S","WALNUT ST","JASPER PL AND PEARL ST","109 WALNUT ST",-71.093018,42.38697,1,2012-08-17 06:41:00,2012-08-17,"2012-08","08","2012",0,42.38697,-71.093018,"6.2","8.46666666666667","4.21666666666667","6","5.38333333333333","6.73333333333333","3.31666666666667","4.45","5.8","8.21666666666667","12.7333333333333","17.4333333333333","4.53333333333333","5.76666666666667"
"131","109 WEST QUINCY ST, Somerville, Massachusetts","1312322","MEDICAL AID","E6","12/11/2013 17:56","12/11/2013 17:56","12/11/2013 18:00","12/11/2013 18:12","E6",3.53,"MEDICAL AID","S","WEST QUINCY ST","MEDFORD LINE AND BAILEY ST","109 WEST QUINCY ST",-71.127925,42.409949,1,2013-12-11 17:56:00,2013-12-11,"2013-12","12","2013",0,42.409949,-71.127925,"11.0166666666667","12.7","13.9","16.2666666666667","11.9833333333333","14.6333333333333","16.35","20.6333333333333","8.58333333333333","11.8","3.75","4.08333333333333","15.1666666666667","19.3833333333333"
"132","10A MEMORIAL RD, Somerville, Massachusetts","1311507","A FIRE ALARM","R1","11/18/2013 8:54","11/18/2013 8:54","11/18/2013 8:55","11/18/2013 9:02","R1",0.18,"A FIRE ALARM","B","MYSTIC RIVER APARTMENTS - SHA","TEMPLE ST AND MYSTIC AV","10A MEMORIAL RD",-71.0916275,42.3955729,1,2013-11-18 08:54:00,2013-11-18,"2013-11","11","2013",0,42.3955729,-71.0916275,"7.85","8.21666666666667","3.26666666666667","5.01666666666667","7.28333333333333","9.61666666666667","6.46666666666667","10.6333333333333","7","8.28333333333333","10.7833333333333","12.9833333333333","8.06666666666667","11.3833333333333"
"133","11 ALDERSEY ST, Somerville, Massachusetts","1410257","MEDICAL AID","E3","10/13/2014 22:26","10/13/2014 22:28","10/13/2014 22:32","10/13/2014 22:42","E3",3.07,"MEDICAL AID","S","ALDERSEY ST","WALNUT ST AND VINAL AV","11 ALDERSEY ST",-71.096591,42.3832048,1,2014-10-13 22:26:00,2014-10-14,"2014-10","10","2014",0,42.3832048,-71.096591,"5.63333333333333","6.43333333333333","7.4","8.25","4.15","4.65","4.26666666666667","5.25","5.3","7.05","12.6833333333333","14.45","3.3","4.11666666666667"
"134","11 BEACON ST, Somerville, Massachusetts","1400098","S FIRE ALARM","E3","1/3/2014 14:09","1/3/2014 14:10","1/3/2014 14:14","1/3/2014 14:18","E3",4.55,"S FIRE ALARM","S","BEACON ST","DICKINSON ST AND CONCORD AV","11 BEACON ST",-71.101749,42.374866,1,2014-01-03 14:09:00,2014-01-03,"2014-01","01","2014",0,42.374866,-71.101749,"5.28333333333333","6.23333333333333","9.78333333333333","14.9","3.78333333333333","4.31666666666667","6.68333333333333","7.8","7.48333333333333","9.41666666666667","12.1","14.8166666666667","5.31666666666667","6.41666666666667"
"135","11 BOW ST, Somerville, Massachusetts","1312027","MEDICAL AID","E3","12/3/2013 17:44","12/3/2013 17:45","12/3/2013 17:47","12/3/2013 17:54","E3",2.62,"MEDICAL AID","B","BLOC 11 CAFE","UNION SQ AND WALNUT ST","11 BOW ST",-71.0967096,42.3808548,1,2013-12-03 17:44:00,2013-12-03,"2013-12","12","2013",0,42.3808548,-71.0967096,"4.53333333333333","5.33333333333333","6.66666666666667","11.0666666666667","3.05","3.6","3.56666666666667","4.55","6.15","7.61666666666667","13.45","15.4833333333333","2.2","3"
"136","11 CALVIN ST, Somerville, Massachusetts","1204942","MEDICAL AID","E1","6/15/2012 13:30","6/15/2012 13:31","6/15/2012 13:35","6/15/2012 13:56","E1",3.98,"MEDICAL AID","S","CALVIN ST","WASHINGTON ST AND BEACON ST","11 CALVIN ST",-71.1042609,42.3782524,1,2012-06-15 13:30:00,2012-06-15,"2012-06","06","2012",0,42.3782524,-71.1042609,"3.61666666666667","4.51666666666667","8.11666666666667","13.45","2.13333333333333","2.55","5.01666666666667","6.01666666666667","5.81666666666667","7.58333333333333","11.6166666666667","13.7","3.65","4.55"
"137","11 CEDAR AVE, Somerville, Massachusetts","1208198","MEDICAL AID","E7","9/17/2012 2:06","9/17/2012 2:06","9/17/2012 2:10","9/17/2012 2:21","E7",3.4,"MEDICAL AID","S","CEDAR AV","CEDAR ST AND LINDEN AV","11 CEDAR AV",-71.1127238,42.3907631,1,2012-09-17 02:06:00,2012-09-17,"2012-09","09","2012",0,42.3907631,-71.1127238,"2.4","2.48333333333333","9.3","13.0833333333333","3.63333333333333","4.06666666666667","8","10.35","1.86666666666667","1.88333333333333","7.6","8.38333333333333","6.65","8.23333333333333"
"138","11 CEDAR AVE, Somerville, Massachusetts","1301576","MEDICAL AID","E7","2/13/2013 6:59","2/13/2013 6:59","2/13/2013 7:02","2/13/2013 7:04","E7",2.75,"MEDICAL AID","S","CEDAR AV","CEDAR ST AND LINDEN AV","11 CEDAR AV",-71.1127238,42.3907631,1,2013-02-13 06:59:00,2013-02-13,"2013-02","02","2013",0,42.3907631,-71.1127238,"2.4","2.48333333333333","9.3","13.0833333333333","3.63333333333333","4.06666666666667","8","10.35","1.86666666666667","1.88333333333333","7.6","8.38333333333333","6.65","8.23333333333333"
"139","11 CEDAR AVE, Somerville, Massachusetts","1405223","MEDICAL AID","E1","6/3/2014 20:35","6/3/2014 20:38","6/3/2014 20:42","6/3/2014 20:55","E1",4.63,"MEDICAL AID","S","CEDAR AV","CEDAR ST AND LINDEN AV","11 CEDAR AV",-71.1127238,42.3907631,1,2014-06-03 20:35:00,2014-06-04,"2014-06","06","2014",0,42.3907631,-71.1127238,"2.4","2.48333333333333","9.3","13.0833333333333","3.63333333333333","4.06666666666667","8","10.35","1.86666666666667","1.88333333333333","7.6","8.38333333333333","6.65","8.23333333333333"
"140","11 CHESTER PL, Somerville, Massachusetts","1211881","MEDICAL AID","E6","12/29/2012 17:29","12/29/2012 17:30","12/29/2012 17:34","12/29/2012 17:42","E6",4.07,"MEDICAL AID","S","CHESTER PL","39 CHESTER ST AND DEAD END","11 CHESTER PL",-71.1233427,42.3949077,1,2012-12-29 17:29:00,2012-12-29,"2012-12","12","2012",0,42.3949077,-71.1233427,"7.03333333333333","8.2","13.5166666666667","15.7666666666667","8.26666666666667","10.7","11.7","16.5333333333333","4.6","7.56666666666667","5.15","5.78333333333333","11.0166666666667","15.0333333333333"
"141","11 CHESTER PL, Somerville, Massachusetts","1412814","MEDICAL AID","E6","12/23/2014 15:16","12/23/2014 15:17","12/23/2014 15:21","12/23/2014 15:32","E6",4.78,"MEDICAL AID","S","CHESTER PL","39 CHESTER ST AND DEAD END","11 CHESTER PL",-71.1233427,42.3949077,1,2014-12-23 15:16:00,2014-12-23,"2014-12","12","2014",0,42.3949077,-71.1233427,"7.03333333333333","8.2","13.5166666666667","15.7666666666667","8.26666666666667","10.7","11.7","16.5333333333333","4.6","7.56666666666667","5.15","5.78333333333333","11.0166666666667","15.0333333333333"
"142","11 CHESTER PL, Somerville, Massachusetts","1201724","MEDICAL AID","E6","3/1/2012 22:27","3/1/2012 22:28","3/1/2012 22:33","3/1/2012 22:58","E6",5,"MEDICAL AID","S","CHESTER PL","39 CHESTER ST AND DEAD END","11 CHESTER PL",-71.1233427,42.3949077,1,2012-03-01 22:27:00,2012-03-02,"2012-03","03","2012",0,42.3949077,-71.1233427,"7.03333333333333","8.2","13.5166666666667","15.7666666666667","8.26666666666667","10.7","11.7","16.5333333333333","4.6","7.56666666666667","5.15","5.78333333333333","11.0166666666667","15.0333333333333"
"143","11 CHESTER PL, Somerville, Massachusetts","1300303","MEDICAL AID","E6","1/9/2013 9:15","1/9/2013 9:15","1/9/2013 9:19","1/9/2013 9:37","E6",3.62,"MEDICAL AID","S","CHESTER PL","39 CHESTER ST AND DEAD END","11 CHESTER PL",-71.1233427,42.3949077,1,2013-01-09 09:15:00,2013-01-09,"2013-01","01","2013",0,42.3949077,-71.1233427,"7.03333333333333","8.2","13.5166666666667","15.7666666666667","8.26666666666667","10.7","11.7","16.5333333333333","4.6","7.56666666666667","5.15","5.78333333333333","11.0166666666667","15.0333333333333"
"144","11 COLLEGE AVE, Somerville, Massachusetts","1211682","MEDICAL AID","E6","12/22/2012 22:50","12/22/2012 22:50","12/22/2012 22:53","12/22/2012 23:03","E6",2.82,"MEDICAL AID","B","DAVIS MBTA STATION","MBTA BUSWAY AND COLLEGE CIR","11 COLLEGE AV",-71.1221079,42.3967426,1,2012-12-22 22:50:00,2012-12-23,"2012-12","12","2012",0,42.3967426,-71.1221079,"5.35","7.71666666666667","11.7166666666667","13.9666666666667","6.58333333333333","10.2","10.2833333333333","15.2333333333333","3.18333333333333","6.21666666666667","4.43333333333333","5.88333333333333","9.6","13.5833333333333"
"145","11 COLLEGE AVE, Somerville, Massachusetts","1311177","MEDICAL AID","E6","11/8/2013 15:03","11/8/2013 15:05","11/8/2013 15:07","11/8/2013 15:33","E6",2.18,"MEDICAL AID","B","DAVIS MBTA STATION","MBTA BUSWAY AND COLLEGE CIR","11 COLLEGE AV",-71.1221079,42.3967426,1,2013-11-08 15:03:00,2013-11-08,"2013-11","11","2013",0,42.3967426,-71.1221079,"5.35","7.71666666666667","11.7166666666667","13.9666666666667","6.58333333333333","10.2","10.2833333333333","15.2333333333333","3.18333333333333","6.21666666666667","4.43333333333333","5.88333333333333","9.6","13.5833333333333"
"146","11 COLLEGE AVE, Somerville, Massachusetts","1300892","MEDICAL AID","R1","1/27/2013 19:47","1/27/2013 19:50","1/27/2013 19:50","1/27/2013 19:55","R1",0.08,"MEDICAL AID","B","DAVIS MBTA STATION","MBTA BUSWAY AND COLLEGE CIR","11 COLLEGE AV",-71.1221079,42.3967426,1,2013-01-27 19:47:00,2013-01-28,"2013-01","01","2013",0,42.3967426,-71.1221079,"5.35","7.71666666666667","11.7166666666667","13.9666666666667","6.58333333333333","10.2","10.2833333333333","15.2333333333333","3.18333333333333","6.21666666666667","4.43333333333333","5.88333333333333","9.6","13.5833333333333"
"147","11 COLLEGE AVE, Somerville, Massachusetts","1304178","MEDICAL AID","E6","5/1/2013 16:53","5/1/2013 16:54","5/1/2013 16:56","5/1/2013 17:09","E6",2.22,"MEDICAL AID","B","DAVIS MBTA STATION","MBTA BUSWAY AND COLLEGE CIR","11 COLLEGE AV",-71.1221079,42.3967426,1,2013-05-01 16:53:00,2013-05-01,"2013-05","05","2013",0,42.3967426,-71.1221079,"5.35","7.71666666666667","11.7166666666667","13.9666666666667","6.58333333333333","10.2","10.2833333333333","15.2333333333333","3.18333333333333","6.21666666666667","4.43333333333333","5.88333333333333","9.6","13.5833333333333"
"148","11 COLLEGE AVE, Somerville, Massachusetts","1200579","MEDICAL AID","E6","1/21/2012 0:54","1/21/2012 0:55","1/21/2012 0:59","1/21/2012 1:03","E6",3.7,"MEDICAL AID","B","DAVIS MBTA STATION","MBTA BUSWAY AND COLLEGE CIR","11 COLLEGE AV",-71.1221079,42.3967426,1,2012-01-21 00:54:00,2012-01-21,"2012-01","01","2012",0,42.3967426,-71.1221079,"5.35","7.71666666666667","11.7166666666667","13.9666666666667","6.58333333333333","10.2","10.2833333333333","15.2333333333333","3.18333333333333","6.21666666666667","4.43333333333333","5.88333333333333","9.6","13.5833333333333"
"149","11 COLLEGE AVE, Somerville, Massachusetts","1200649","MEDICAL AID","E6","1/23/2012 14:00","1/23/2012 14:01","1/23/2012 14:03","1/23/2012 14:12","E6",2.73,"MEDICAL AID","B","DAVIS MBTA STATION","MBTA BUSWAY AND COLLEGE CIR","11 COLLEGE AV",-71.1221079,42.3967426,1,2012-01-23 14:00:00,2012-01-23,"2012-01","01","2012",0,42.3967426,-71.1221079,"5.35","7.71666666666667","11.7166666666667","13.9666666666667","6.58333333333333","10.2","10.2833333333333","15.2333333333333","3.18333333333333","6.21666666666667","4.43333333333333","5.88333333333333","9.6","13.5833333333333"
"150","11 COLLEGE AVE, Somerville, Massachusetts","1206109","MEDICAL AID","E6","7/20/2012 11:05","7/20/2012 11:05","7/20/2012 11:08","7/20/2012 11:24","E6",2.27,"MEDICAL AID","B","DAVIS MBTA STATION","MBTA BUSWAY AND COLLEGE CIR","11 COLLEGE AV",-71.1221079,42.3967426,1,2012-07-20 11:05:00,2012-07-20,"2012-07","07","2012",0,42.3967426,-71.1221079,"5.35","7.71666666666667","11.7166666666667","13.9666666666667","6.58333333333333","10.2","10.2833333333333","15.2333333333333","3.18333333333333","6.21666666666667","4.43333333333333","5.88333333333333","9.6","13.5833333333333"
"151","11 COLLEGE AVE, Somerville, Massachusetts","1400247","MEDICAL AID","E6","1/6/2014 18:45","1/6/2014 18:47","1/6/2014 18:50","1/6/2014 19:00","E6",3.6,"MEDICAL AID","B","DAVIS MBTA STATION","MBTA BUSWAY AND COLLEGE CIR","11 COLLEGE AV",-71.1221079,42.3967426,1,2014-01-06 18:45:00,2014-01-06,"2014-01","01","2014",0,42.3967426,-71.1221079,"5.35","7.71666666666667","11.7166666666667","13.9666666666667","6.58333333333333","10.2","10.2833333333333","15.2333333333333","3.18333333333333","6.21666666666667","4.43333333333333","5.88333333333333","9.6","13.5833333333333"
"152","11 COLLEGE AVE, Somerville, Massachusetts","1310468","MEDICAL AID","E6","10/21/2013 8:44","10/21/2013 8:45","10/21/2013 8:48","10/21/2013 9:09","E6",3.02,"MEDICAL AID","B","DAVIS MBTA STATION","MBTA BUSWAY AND COLLEGE CIR","11 COLLEGE AV",-71.1221079,42.3967426,1,2013-10-21 08:44:00,2013-10-21,"2013-10","10","2013",0,42.3967426,-71.1221079,"5.35","7.71666666666667","11.7166666666667","13.9666666666667","6.58333333333333","10.2","10.2833333333333","15.2333333333333","3.18333333333333","6.21666666666667","4.43333333333333","5.88333333333333","9.6","13.5833333333333"
"153","11 COLLEGE AVE, Somerville, Massachusetts","1300155","MEDICAL AID","E6","1/4/2013 23:50","1/4/2013 23:51","1/4/2013 23:54","1/5/2013 0:01","E6",3.38,"MEDICAL AID","B","DAVIS MBTA STATION","MBTA BUSWAY AND COLLEGE CIR","11 COLLEGE AV",-71.1221079,42.3967426,1,2013-01-04 23:50:00,2013-01-05,"2013-01","01","2013",0,42.3967426,-71.1221079,"5.35","7.71666666666667","11.7166666666667","13.9666666666667","6.58333333333333","10.2","10.2833333333333","15.2333333333333","3.18333333333333","6.21666666666667","4.43333333333333","5.88333333333333","9.6","13.5833333333333"
"154","11 COLLEGE AVE, Somerville, Massachusetts","1309827","MEDICAL AID","E6","10/1/2013 17:30","10/1/2013 17:30","10/1/2013 17:33","10/1/2013 17:46","E6",3.13,"MEDICAL AID","B","DAVIS MBTA STATION","MBTA BUSWAY AND COLLEGE CIR","11 COLLEGE AV",-71.1221079,42.3967426,1,2013-10-01 17:30:00,2013-10-01,"2013-10","10","2013",0,42.3967426,-71.1221079,"5.35","7.71666666666667","11.7166666666667","13.9666666666667","6.58333333333333","10.2","10.2833333333333","15.2333333333333","3.18333333333333","6.21666666666667","4.43333333333333","5.88333333333333","9.6","13.5833333333333"
"155","11 COLLEGE AVE, Somerville, Massachusetts","1211861","MEDICAL AID","E6","12/29/2012 0:41","12/29/2012 0:41","12/29/2012 0:45","12/29/2012 0:53","E6",3.82,"MEDICAL AID","B","DAVIS MBTA STATION","MBTA BUSWAY AND COLLEGE CIR","11 COLLEGE AV",-71.1221079,42.3967426,1,2012-12-29 00:41:00,2012-12-29,"2012-12","12","2012",0,42.3967426,-71.1221079,"5.35","7.71666666666667","11.7166666666667","13.9666666666667","6.58333333333333","10.2","10.2833333333333","15.2333333333333","3.18333333333333","6.21666666666667","4.43333333333333","5.88333333333333","9.6","13.5833333333333"
"156","11 COLLEGE AVE, Somerville, Massachusetts","1200248","MEDICAL AID","L3","1/9/2012 18:22","1/9/2012 18:22","1/9/2012 18:25","1/9/2012 18:36","L3",2.9,"MEDICAL AID","B","DAVIS MBTA STATION","MBTA BUSWAY AND COLLEGE CIR","11 COLLEGE AV",-71.1221079,42.3967426,1,2012-01-09 18:22:00,2012-01-09,"2012-01","01","2012",0,42.3967426,-71.1221079,"5.35","7.71666666666667","11.7166666666667","13.9666666666667","6.58333333333333","10.2","10.2833333333333","15.2333333333333","3.18333333333333","6.21666666666667","4.43333333333333","5.88333333333333","9.6","13.5833333333333"
"157","11 COLLEGE AVE, Somerville, Massachusetts","1211936","MEDICAL AID","E6","12/31/2012 16:10","12/31/2012 16:11","12/31/2012 16:14","12/31/2012 16:20","E6",2.92,"MEDICAL AID","B","MBTA STATION DAVIS SQ","MBTA BUSWAY AND COLLEGE CIR","11 COLLEGE AV",-71.1221079,42.3967426,1,2012-12-31 16:10:00,2012-12-31,"2012-12","12","2012",0,42.3967426,-71.1221079,"5.35","7.71666666666667","11.7166666666667","13.9666666666667","6.58333333333333","10.2","10.2833333333333","15.2333333333333","3.18333333333333","6.21666666666667","4.43333333333333","5.88333333333333","9.6","13.5833333333333"
"158","11 COLLEGE AVE, Somerville, Massachusetts","1304172","MEDICAL AID","E6","5/1/2013 15:14","5/1/2013 15:15","5/1/2013 15:17","5/1/2013 15:24","E6",2.38,"MEDICAL AID","B","DAVIS MBTA STATION","MBTA BUSWAY AND COLLEGE CIR","11 COLLEGE AV",-71.1221079,42.3967426,1,2013-05-01 15:14:00,2013-05-01,"2013-05","05","2013",0,42.3967426,-71.1221079,"5.35","7.71666666666667","11.7166666666667","13.9666666666667","6.58333333333333","10.2","10.2833333333333","15.2333333333333","3.18333333333333","6.21666666666667","4.43333333333333","5.88333333333333","9.6","13.5833333333333"
"159","11 COLLEGE AVE, Somerville, Massachusetts","1411326","MEDICAL AID","E6","11/12/2014 7:50","11/12/2014 7:50","11/12/2014 7:53","11/12/2014 8:10","E6",2.6,"MEDICAL AID","B","DAVIS MBTA STATION","MBTA BUSWAY AND COLLEGE CIR","11 COLLEGE AV",-71.1221079,42.3967426,1,2014-11-12 07:50:00,2014-11-12,"2014-11","11","2014",0,42.3967426,-71.1221079,"5.35","7.71666666666667","11.7166666666667","13.9666666666667","6.58333333333333","10.2","10.2833333333333","15.2333333333333","3.18333333333333","6.21666666666667","4.43333333333333","5.88333333333333","9.6","13.5833333333333"
"160","11 COLLEGE AVE, Somerville, Massachusetts","1309691","MEDICAL AID","E6","9/28/2013 7:18","9/28/2013 7:18","9/28/2013 7:20","9/28/2013 7:29","E6",2.83,"MEDICAL AID","B","MBTA STATION DAVIS SQ","MBTA BUSWAY AND COLLEGE CIR","11 COLLEGE AV",-71.1221079,42.3967426,1,2013-09-28 07:18:00,2013-09-28,"2013-09","09","2013",0,42.3967426,-71.1221079,"5.35","7.71666666666667","11.7166666666667","13.9666666666667","6.58333333333333","10.2","10.2833333333333","15.2333333333333","3.18333333333333","6.21666666666667","4.43333333333333","5.88333333333333","9.6","13.5833333333333"
